    3AAE	    2DZ	    3AAE	    6ANNABA	    6br2464	09-jun-2000 12:29:22     
    3MRI	    2PE	    3MRI	    8MATARANI	    5PACTS	12-oct-1996 18:36:44     

    3MRS	    2FR	    3MRS	    9MARSEILLE	    6CH2203	29-sep-1994 11:29:48     

    3MSW	    2ER	    3MSW	    7MASSAWA	    6br2464	09-jun-2000 12:29:22     

    3MTR	    2CA	    3MTR	    8MONTREAL	    6OMSONE	14-apr-1992 04:00:49     

    3MUA	    2BN	    3MUA	    5MUARA	    6br2464	09-jun-2000 12:29:22     

    3MUK	    2CK	    3MUK	   12MAUKE ISLAND	    6br2464	13-apr-2000 12:08:20     

    3MVD	    2UY	    3MVD	   10MONTEVIDEO	    6HE2441	19-nov-1999 16:44:52     

    3MYY	    2MY	    3MYY	    4MIRI	    6br2464	09-jun-2000 12:29:22     

    3MZO	    2CU	    3MZO	   10MANZANILLO	    6CH2203	10-jul-1995 15:38:49     

    3MZT	    2FR	    3MZT	    7MAZAMET	    3OMS	02-feb-1994 21:02:46     

    3NAH	    2JP	    3NAH	    4NAHA	    6br2464	09-jun-2000 12:29:22     

    3NAN	    2JP	    3NAN	   10NAKANOSEKI	    6HE2441	06-jan-2000 12:38:16     

    3NAP	    2IT	    3NAP	    6NAPLES	    6OMSONE	14-apr-1992 04:05:57     

    3NAR	    2NR	    3INU	    5NAURU	    6CH2203	10-jul-1995 15:39:45     

    3NAS	    2BS	    3NAS	    6NASSAU	    6CH2203	29-sep-1994 11:30:11     

    3NEW	    2US	    3MSY	   11NEW ORLEANS	    6br2464	10-jun-2000 12:31:17     

    3NGB	    2CN	    3NGB	    6NINGBO	    6br2464	09-jun-2000 12:29:22     

    3NGO	    2JP	    3NGO	    6NAGOYA	    6OMSONE	14-apr-1992 04:03:38     

    3NKG	    2CN	    3NKG	    7NANJING	    6br2464	09-jun-2000 12:29:22     

    3NLK	    2NF	    3NLK	    7NORFOLK	    6CH2203	10-jul-1995 15:40:26     

    3NOR	    2SB	    3NOR	   17NORO, NEW GEORGIA	    6CH2203	19-apr-2000 08:18:50     

    3NOU	    2NC	    3NOU	    6NOUMEA	    6OMSONE	14-apr-1992 04:06:14     

    3NPE	    2NZ	    3NPE	    6NAPIER	    6OMSONE	14-apr-1992 04:03:04     

    3NPL	    2NZ	    3NPL	   12NEW PLYMOUTH	    6CH2203	29-sep-1994 11:31:11     

    3NPO	    2US	    3NPO	   16NEWPORT (OREGON)	    6br2464	09-jun-2000 12:29:22     

    3NSA	    2IN	    3NSA	   30NHAVA SHEVA (JAWAHARLAL NEHRU)	    6br2464	09-jun-2000 12:29:22     

    3NSN	    2NZ	    3NSN	    6NELSON	    8WHITBURN	15-aug-1992 05:51:14     

    3NTG	    2CN	    3NTG	    7NANTONG	    6br2464	09-jun-2000 12:29:22     

    3NTL	    2AU	    3NTL	   21NEWCASTLE (AUSTRALIA)	    6OMSONE	14-apr-1992 04:07:33     

    3NUK	    2TO	    3TBU	    9NUKUALOFA	    6CH2203	10-jul-1995 15:44:17     

    3NWE	    2CA	    3NWE	   15NEW WESTMINSTER	    6CH2203	29-sep-1994 11:34:07     

    3NYC	    2US	    3NYC	    8NEW YORK	    6OMSONE	14-apr-1992 04:07:53     

    3NYO	    2JP	    3NYO	   16NANYO, YAMAGUCHI	    6HE2441	19-nov-1999 16:50:03     

    3NZO	    2NZ	    3NZO	   11NZ OPTIONAL	    6OMSONE	14-apr-1992 04:08:06     

    3OAK	    2US	    3OAK	    7OAKLAND	    6OMSONE	14-apr-1992 04:08:17     

    3OBM	    2JP	    3OBM	    5OBAMA	    6br2464	26-apr-2000 14:50:02     

    3ONE	    2NZ	    3ONE	   26ONEHUNGA (MANUKAU HARBOUR)	    5PACTS	17-nov-1999 18:09:03     

    3OPQ	    2OM	    3OPQ	   18PORT SULTAN QABOOS	    6CH2203	16-oct-1997 11:17:03     

    3OPT	    2XZ	    3OPT	    8OPTIONAL	    6CH2203	29-oct-1998 14:08:09     

    3OPX	    2NZ	    3OPX	   20OPUA (BAY OF ISLAND)	    5PACTS	07-feb-2000 12:46:26     

    3ORF	    2US	    3ORF	    7NORFOLK	    3OMS	14-sep-1993 21:23:56     

    3ORJ	    2AW	    3ORJ	   10ORANJESTAD	    6br2464	09-jun-2000 12:29:22     

    3ORK	    2IE	    3ORK	    4CORK	    6CH2203	29-sep-1994 11:34:24     

    3ORN	    2DZ	    3ORN	    4ORAN	    6br2464	09-jun-2000 12:29:22     

    3OSA	    2JP	    3OSA	    5OSAKA	    6OMSONE	14-apr-1992 04:09:37     

    3OSL	    2NO	    3OSL	    4OSLO	    6OMSONE	14-apr-1992 04:08:34     

    3OTR	    2JP	    3OTR	   15OTARU, HOKKAIDO	    6MO2719	20-mar-2000 14:52:33     

    3PAP	    2SG	    3PAP	   20PASIR PANJAN WHARVES	    6HE2441	19-nov-1999 16:53:32     

    3PAR	    2FR	    3PAR	    5PARIS	    6OMSONE	15-apr-1992 06:05:14     

    3PBI	    2US	    3PBI	   15WEST PALM BEACH	    6br2464	09-jun-2000 12:29:22     

    3PBL	    2VE	    3PBL	   11PTO CABELLO	    6br2464	09-jun-2000 12:29:22     

    3PBO	    2EC	    3PBO	   14PUERTO BOLIVAR	    6BR2464	09-mar-2000 09:32:04     

    3PCR	    2HN	    3PCR	   13PUERTO CORTES	    6br2464	09-jun-2000 12:29:22     

    3PCX	    2NZ	    3PCX	    6PICTON	    6CH2203	10-jul-1995 16:07:53     

    3PDG	    2FR	    3PDG	   17POINTE DES GALETS	    3OMS	22-mar-1993 22:42:09     

    3PDX	    2US	    3PDX	   17PORTLAND (OREGON)	    6OMSONE	21-may-1992 08:10:39     

    3PEF	    2US	    3PEF	   15PORT EVERGLADES	    6CH2203	29-sep-1994 11:36:35     

    3PEN	    2MY	    3PEN	    6PENANG	    6OMSONE	14-apr-1992 04:13:07     

    3PER	    2AU	    3PER	    5PERTH	    6br2464	09-jun-2000 12:29:22     

    3PGU	    2MY	    3PGU	   12PASIR GUDANG	    6HE2441	19-nov-1999 16:43:43     

    3PGX	    2ID	    3PGX	   20PANGKAL BALAM, BANKA	    6HE2441	19-nov-1999 16:46:32     

    3PHF	    2US	    3PHF	   13HAMPTON ROADS	    6CH2203	29-sep-1994 11:36:53     

    3PHL	    2US	    3PHL	   12PHILADELPHIA	    6OMSONE	14-apr-1992 04:14:05     

    3PIR	    2GR	    3PIR	    7PIRAEUS	    6OMSONE	14-apr-1992 04:21:51     

    3PIT	    2PN	    3PIT	    9PITCAIRN*	    6CH2203	29-sep-1994 11:37:13     

    3PKG	    2MY	    3PKG	   11PORT KELANG	    6OMSONE	14-apr-1992 04:14:48     

    3PKL	    2AU	    3PKL	   11PORT KEMBLA	    6OMSONE	14-apr-1992 03:35:07     

    3PLS	    2ID	    3PLS	    9PALEMBANG	    6br2464	09-jun-2000 12:29:22     

    3PLU	    2MU	    3PLU	   22PORT LOUIS (MAURITIUS)	    6OMSONE	14-apr-1992 04:01:26     

    3PLZ	    2ZA	    3PLZ	   14PORT ELIZABETH	    6OMSONE	14-apr-1992 04:30:37     

    3PME	    2GB	    3PME	   10PORTSMOUTH	    6OMSONE	14-apr-1992 04:19:45     

    3PNG	    2BR	    3PNG	    9PARANAGUA	    6br2464	09-jun-2000 12:29:22     

    3POE	    2NZ	    3POE	   13PORT CHALMERS	    6CH2203	29-sep-1994 12:14:48     

    3POM	    2PG	    3POM	   12PORT MORESBY	    6OMSONE	14-apr-1992 04:30:15     

    3POS	    2TT	    3POS	   24PORT OF SPAIN (TRINIDAD)	    6OMSONE	14-apr-1992 04:29:13     

    3PPG	    2AS	    3PPG	    9PAGO PAGO	    6CH2203	29-sep-1994 11:39:17     

    3PPI	    2AU	    3PPI	   10PORT PIRIE	    5PACTS	17-nov-1999 18:10:04     

    3PPT	    2PF	    3PPT	    7PAPEETE	    6CH2203	19-nov-1997 10:44:50     

    3PRQ	    2GT	    3PRQ	   14PUERTO QUETZAL	    6br2464	09-jun-2000 12:29:22     

    3PRR	    2CA	    3PRR	   17PRINCE RUPERT, BC	    5PACTS	17-nov-1999 18:14:09     

    3PSD	    2EG	    3PSD	    9PORT SAID	    6OMSONE	21-may-1992 08:17:18     

    3PSM	    2US	    3PSM	   15PORTSMOUTH(USA)	    6OMSONE	14-apr-1992 07:51:00     

    3PST	    2AU	    3PST	   16PORT STANVAC, SA	    5PACTS	17-nov-1999 18:12:59     

    3PTY	    2PA	    3PTY	   11PANAMA CITY	    6OMSONE	14-apr-1992 04:19:32     

    3PUS	    2KR	    3PUS	   13PUSAN / BUSAN	    6MO2719	23-sep-1999 14:41:59     

    3PZU	    2SD	    3PZU	   10PORT SUDAN	    6br2464	09-jun-2000 12:29:22     

    3QHA	    2CN	    3QHA	   11QINHUANGDAO	    6CH2203	02-sep-1996 09:16:29     

    3QIN	    2CN	    3QIN	    6QINGXI	    6br2464	05-apr-2000 14:36:36     

    3QZJ	    2CN	    3QZJ	    8QUANZHOU	    6br2464	09-jun-2000 12:29:22     

    3RAB	    2PG	    3RAB	    6RABAUL	    6OMSONE	14-apr-1992 04:30:51     

    3RAR	    2CK	    3RAR	    9RAROTONGA	    6OMSONE	14-apr-1992 04:40:23     

    3RCH	    2US	    3RCH	   12RICHMOND, CA	    6HE2441	19-nov-1999 16:57:49     

    3REC	    2BR	    3REC	    6RECIFE	    6br2464	09-jun-2000 12:29:22     

    3RGA	    2AR	    3RGA	   10RIO GRANDE	    6CH2203	10-jul-1995 16:09:07     

    3RGN	    2MM	    3RGN	    6YANGON	    6br2464	09-jun-2000 12:29:22     

    3RIC	    2US	    3RIC	   12RICHMOND, VA	    6HE2441	19-nov-1999 16:57:27     

    3RIO	    2BR	    3RIO	   14RIO DE JANERIO	    6OMSONE	14-apr-1992 04:35:25     

    3RIS	    2AU	    3RIS	    6RISDON	    8WHITBURN	17-aug-1992 23:58:22     

    3RIX	    2LV	    3RIX	    4RIGA	    6br2464	09-jun-2000 12:29:22     

    3ROR	    2PG	    3ROR	   19ORO BAY /POPENDETTA	    6OMSONE	14-apr-1992 04:09:28     

    3RTM	    2NL	    3RTM	    9ROTTERDAM	    6OMSONE	14-apr-1992 04:35:09     

    3RUI	    2RE	    3RUN	    7REUNION	    6CH2203	10-jul-1995 16:09:45     

    3SAC	    2US	    3SAC	   10SACRAMENTO	    6OMSONE	14-apr-1992 04:43:59     

    3SAI	    2CL	    3SAI	   11SAN ANTONIO	    6br2464	09-jun-2000 12:29:22     

    3SAK	    2JP	    3SAK	   11SAKI, OSAKA	    6HE2441	19-nov-1999 16:50:43     

    3SAL	    2IT	    3SAL	    7SALERNO	    6OMSONE	14-apr-1992 04:45:59     

    3SAM	    2XZ	    3SAM	   25SOUTH AMERICA (GENERALLY)	    5PACTS	22-mar-1999 12:41:04     

    3SAN	    2US	    3SAN	    9SAN DIEGO	    6CH2203	10-jul-1995 16:10:23     

    3SAT	    2US	    3SAT	   15SAN ANTONIO, TX	    5PACTS	10-oct-1996 16:43:41     

    3SAV	    2US	    3SAV	    8SAVANNAH	    6OMSONE	15-apr-1992 05:47:29     

    3SBK	    2JP	    3SBK	   14SENBOKU, OSAKA	    6HE2441	19-nov-1999 16:51:12     

    3SBW	    2MY	    3SBW	    4SIBU	    6br2464	09-jun-2000 12:29:22     

    3SDK	    2MY	    3SDK	    8SANDAKAN	    6BR2464	29-feb-2000 09:42:24     

    3SEA	    2US	    3SEA	    7SEATTLE	    6OMSONE	14-apr-1992 04:44:33     

    3SFO	    2US	    3SFO	   13SAN FRANCISCO	    6OMSONE	14-apr-1992 04:44:45     

    3SFS	    2BR	    3SFS	   15SAO FRAN.DO SUL	    3OMS	30-jul-1993 02:24:50     

    3SGN	    2VN	    3SGN	   16HO CHI MINH CITY	    6CH2203	20-oct-1999 10:04:59     

    3SGZ	    2TH	    3SGZ	    8SONGKHLA	    6br2464	09-jun-2000 12:29:22     

    3SHA	    2CN	    3SHA	    8SHANGHAI	    6OMSONE	21-may-1992 08:16:44     

    3SHJ	    2AE	    3SHJ	    7SHARJAH	    6br2464	09-jun-2000 12:29:22     

    3SHK	    2CN	    3SHK	    6SHEKOU	    6br2464	09-jun-2000 12:29:22     

    3SHS	    2GB	    3SHS	    9SHEERNESS	    5PACTS	17-nov-1999 18:15:39     

    3SIN	    2SG	    3SIN	    9SINGAPORE	    6OMSONE	14-apr-1992 04:47:33     

    3SJF	    2CA	    3SJF	   12ST JOHNS, NF	    6CH2203	29-sep-1994 11:47:29     

    3SJK	    2CA	    3SJK	   23ST JOHNS (NEWFOUNDLAND)	    6br2464	09-jun-2000 12:29:22     

    3SJO	    2CR	    3SJO	    8SAN JOSE	    6br2464	09-jun-2000 12:29:22     

    3SKG	    2GR	    3SKG	   12THESSALONIKI	    6br2464	09-jun-2000 12:29:22     

    3SMZ	    2JP	    3SMZ	    7SHIMIZU	    6OMSONE	14-apr-1992 04:46:12     

    3SNO	    2VU	    3SAN	    5SANTO	    6br2464	04-may-2000 14:33:28     

    3SON	    2VU	    3SON	   14ESPIRITU SANTO	    6CH2203	10-jul-1995 16:12:22     

    3SOU	    2GB	    3SOU	   11SOUTHAMPTON	    6OMSONE	14-apr-1992 04:45:13     

    3SPE	    2IT	    3SPE	    9LA SPEZIA	    6OMSONE	14-apr-1992 03:58:56     

    3SPN	    2MP	    3SPN	    6SAIPAN	    6CH2203	29-oct-1998 14:00:43     

    3SPQ	    2US	    3SPQ	   13SAN PEDRO, CA	    6CH2203	29-sep-1994 11:51:20     

    3SRG	    2ID	    3SRG	   13SEMARANG JAVA	    6br2464	09-jun-2000 12:29:22     

    3SRJ	    2IR	    3SRJ	    6SIRJAN	    6br2464	09-jun-2000 12:29:22     

    3SSA	    2BR	    3SSA	    8SALVADOR	    3OMS	30-jul-1993 02:22:36     

    3SSZ	    2BR	    3SSZ	    6SANTOS	    6OMSONE	14-apr-1992 04:47:21     

    3STD	    2VE	    3STD	   13SANTO DOMINGO	    6OMSONE	14-apr-1992 04:44:17     

    3STO	    2SE	    3STO	    9STOCKHOLM	    6OMSONE	14-apr-1992 05:02:42     

    3STT	    2VI	    3STT	    9ST THOMAS	    6CH2203	29-sep-1994 11:51:48     

    3SUB	    2ID	    3SUB	   15SURABAYA (JAVA)	    6OMSONE	14-apr-1992 04:43:39     

    3SUV	    2FJ	    3SUV	    4SUVA	    6OMSONE	14-apr-1992 04:54:48     

    3SUZ	    2EG	    3SUZ	    4SUEZ	    6OMSONE	21-may-1992 08:17:03     

    3SVE	    2CL	    3SVE	   11SAN VICENTE	    6HE2441	19-nov-1999 16:45:27     

    3SVN	    2IT	    3SVN	    6SAVONA	    6OMSONE	14-apr-1992 04:41:50     

    3SVU	    2FJ	    3SVU	    8SAVUSAVU	    5PACTS	04-sep-2000 12:57:44     

    3SWA	    2CN	    3SWA	    7SHANTOU	    6br2464	09-jun-2000 12:29:22     

    3SWK	    2KW	    3SWK	    8SHUWAIKH	    6br2464	09-jun-2000 12:29:22     

    3SYD	    2AU	    3SYD	    6SYDNEY	    6OMSDEV	07-apr-1992 10:17:43     

    3SZX	    2CN	    3SZX	    8SHENZHEN	    6br2464	09-jun-2000 12:29:22     

    3TAL	    2CL	    3TAL	   10TALCAHUANO	    6HE2441	07-mar-2000 16:38:05     

    3TAO	    2CN	    3TAO	    7QINGDAO	    6CH2203	23-oct-1996 12:41:15     

    3TAP	    2CN	    3TAP	    7TAIPING	    6br2464	09-jun-2000 12:29:22     

    3TAU	    2JP	    3TAU	   15TAURA, SHIZOUKA	    6HE2441	19-nov-1999 16:51:40     

    3TBA	    2XZ	    3TBA	   13TO BE ADVISED	    6CH2203	29-oct-1998 14:08:14     

    3TEM	    2GH	    3TEM	    4TEMA	    6br2464	09-jun-2000 12:29:22     

    3THE	    2AU	    3THE	    9THEVENARD	    5PACTS	17-nov-1999 18:10:25     

    3THI	    2GY	    3THI	    7THIMERY	    5PACTS	20-apr-2000 10:39:22     

    3THP	    2GB	    3THP	   10THAMESPORT	    6CH2203	30-sep-1997 08:57:18     

    3TIA	    2AL	    3TIA	    6TIRANA	    6br2464	09-jun-2000 12:29:22     

    3TIL	    2GB	    3TIL	   14TILBURY/LONDON	    6OMSONE	15-apr-1992 06:24:34     

    3TIP	    2LY	    3TIP	    7TRIPOLI	    8WHITBURN	15-sep-1992 22:04:45     

    3TIU	    2NZ	    3TIU	    6TIMARU	    6CH2203	29-sep-1994 11:53:06     

    3TIW	    2US	    3TIW	    6TACOMA	    6CH2203	29-sep-1994 11:52:19     

    3TKD	    2GH	    3TKD	    8TAKORADI	    6br2464	09-jun-2000 12:29:22     

    3TKH	    2NZ	    3TKH	    8TARAKOHE	    6HE2441	28-feb-2000 13:06:58     

    3TLL	    2EE	    3TLL	    7TALLINN	    6br2464	09-jun-2000 12:29:22     

    3TMM	    2MG	    3TMM	   20TAMATAVE (TOAMASINA)	    6CH2203	29-sep-1994 11:53:41     

    3TNG	    2MA	    3TNG	    7TANGIER	    6br2464	09-jun-2000 12:29:22     

    3TOA	    2MG	    3TOA	    9TOAMASINA	    6br2464	09-jun-2000 12:29:22     

    3TOR	    2CA	    3TOR	    7TORONTO	    6OMSONE	14-apr-1992 05:13:35     

    3TOY	    2JP	    3TOY	    6TOYAMA	    6br2464	09-jun-2000 12:29:22     

    3TPA	    2US	    3TPA	    5TAMPA	    6OMSONE	14-apr-1992 05:13:16     

    3TPE	    2TW	    3TPE	    6TAIPEI	    6OMSONE	14-apr-1992 05:11:20     

    3TPP	    2MY	    3TPP	   15TANJONG PELEPAS	    5PACTS	24-feb-2000 15:39:05     

    3TRG	    2NZ	    3TRG	   21TAURANGA/MT MAUNGANUI	    6CH2203	29-sep-1994 11:54:16     

    3TRS	    2IT	    3TRS	    7TRIESTE	    6OMSONE	14-apr-1992 05:14:31     

    3TRW	    2KI	    3TRW	    6TARAWA	    6CH2203	10-jul-1995 16:13:46     

    3TSN	    2CN	    3TSN	    7TIANJIN	    6br2464	09-jun-2000 12:29:22     

    3TTC	    2CA	    3TTC	   16TRENTON, ONTARIO	    6br2464	09-jun-2000 12:29:22     

    3TUN	    2TN	    3TUN	    5TUNIS	    6br2464	09-jun-2000 12:29:22     

    3TUT	    2IN	    3TUT	    9TUTICORIN	    6br2464	09-jun-2000 12:29:22     

    3TVL	    2AU	    3TSV	   14TOWNSVILLE, QL	    6CH2203	10-jul-1995 16:16:19     

    3TWU	    2MY	    3TWU	    5TAWAU	    6br2464	09-jun-2000 12:29:22     

    3TXG	    2TW	    3TXG	    9TAI CHUNG	    6OMSONE	14-apr-1992 05:11:33     

    3TXT	    2US	    3TXT	   14TEXAS CITY, TX	    6HE2441	19-nov-1999 16:58:09     

    3TYO	    2JP	    3TYO	    5TOKYO	    6OMSONE	14-apr-1992 08:08:37     

    3UAQ	    2AR	    3UAQ	    8SAN JUAN	    6br2464	09-jun-2000 12:29:22     

    3UKB	    2JP	    3UKB	    4KOBE	    5PACTS	12-jun-1995 12:00:54     

    3UKO	    2GB	    3UKO	   11UK OPTIONAL	    6OMSONE	14-apr-1992 05:15:23     

    3USA	    2US	    3USA	   12USA OPTIONAL	    3OMS	18-may-1993 22:43:43     

    3USN	    2KR	    3USN	    5ULSAN	    6HE2441	06-jan-2000 12:38:40     

    3USO	    2US	    3USO	   12USA OPTIONAL	    6OMSONE	14-apr-1992 05:15:43     

    3VAN	    2CA	    3VAN	    9VANCOUVER	    6OMSONE	14-apr-1992 05:16:26     

    3VAP	    2CL	    3VAP	   10VALPARAISO	    3OMS	05-oct-1993 20:30:58     

    3VAV	    2TO	    3VAV	    5VAVAU	    6CH2203	10-jul-1995 16:17:03     

    3VCE	    2IT	    3VCE	    7VENEZIA	    6OMSONE	14-apr-1992 05:26:09     

    3VER	    2MX	    3VER	    9VERA CRUZ	    6OMSONE	14-apr-1992 05:41:12     

    3VGO	    2ES	    3VGO	    4VIGO	    6br2464	09-jun-2000 12:29:22     

    3VIE	    2AT	    3VIE	    6VIENNA	    6br2464	09-jun-2000 12:29:22     

    3VIX	    2BR	    3VIX	    7VITORIA	    5PACTS	27-jun-1996 16:01:07     

    3VLA	    2VU	    3VLA	    9PORT VILA	    6mo2719	10-aug-2000 16:24:38     

    3VLC	    2ES	    3VLC	    8VALENCIA	    6OMSONE	14-apr-1992 05:23:39     

    3VLI	    2VU	    3VLI	    9PORT VILA	    6CH2203	29-sep-1994 11:55:55     

    3VVO	    2RU	    3VVO	   11VLADIVOSTOK	    6br2464	09-jun-2000 12:29:22     

    3VYP	    2RU	    3VYP	   16VOSTOCHNIY, PORT	    6CH2203	29-oct-1998 14:05:52     

    3WAI	    2NZ	    3WAI	   24WAITANGI, CHATHAM ISLAND	    6CH2203	29-sep-1994 11:56:44     

    3WAL	    2WF	    3WAL	   13WALLIS ISLAND	    6CH2203	29-sep-1994 11:57:07     

    3WEI	    2AU	    3WEI	    5WEIPA	    6OMSONE	14-apr-1992 05:30:27     

    3WIL	    2AN	    3WIL	   10WILLEMSTAD	    6br2464	09-jun-2000 12:29:22     

    3WKE	    2NZ	    3WKE	   14WAIHEKE ISLAND	    6HE2441	19-nov-1999 16:42:11     

    3WLG	    2NZ	    3WLG	   10WELLINGTON	    6OMSONE	14-apr-1992 05:30:04     

    3WNZ	    2CN	    3WNZ	    7WENZHOU	    6HE2441	19-nov-1999 16:45:51     

    3WRE	    2NZ	    3WRE	    9WHANGAREI	    6HE2441	28-nov-1999 13:32:29     

    3WSZ	    2NZ	    3WSZ	    8WESTPORT	    5PACTS	17-nov-1999 18:09:33     

    3WVB	    2NA	    3WVB	   10WALVIS BAY	    3OMS	22-mar-1993 22:50:13     

    3WVN	    2DE	    3WVN	   12WILHELMSTADT	    6mo2719	18-apr-2000 10:44:35     

    3WWK	    2PG	    3WWK	    5WEWAK	    6OMSONE	14-apr-1992 05:29:34     

    3WYN	    2AU	    3WYN	    7WYNDHAM	    6br2464	22-jun-2000 09:46:46     

    3XMN	    2CN	    3XMN	    6XIAMEN	    6br2464	09-jun-2000 12:29:22     

    3XYA	    2SB	    3XYA	   22YANDINA, PAVUVU ISLAND	    6CH2203	25-mar-1999 09:36:38     

    3YAP	    2FM	    3YAP	    3YAP	    6br2464	09-jun-2000 12:29:22     

    3YBA	    2AU	    3YBA	    5YAMBA	    5PACTS	17-nov-1999 18:16:48     

    3YIK	    2CN	    3YIK	    7YINGKOU	    6br2464	09-jun-2000 12:29:22     

    3YKK	    2JP	    3YKK	    9YOKKAICHI	    6OMSONE	14-apr-1992 05:31:18     

    3YNT	    2CN	    3YNT	    6YANTAI	    6br2464	09-jun-2000 12:29:22     

    3YOK	    2JP	    3YOK	    8YOKOHAMA	    6OMSONE	14-apr-1992 05:31:03     

    3YOS	    2JP	    3YOS	   18YOKOSUKA, KANAGAWA	    6HE2441	19-nov-1999 16:52:03     

    3YTN	    2CN	    3YTN	    7YANTIAN	    6br2464	09-jun-2000 12:29:22     

    3ZEE	    2BE	    3ZEE	    9ZEEBRUGGE	    6OMSONE	14-apr-1992 05:31:41     

    3ZHA	    2CN	    3???	    5ZHAPU	    6br2464	17-may-2000 15:30:53     

    3ZHE	    2CN	    3ZHE	   10ZHEN JIANG	    6br2464	09-jun-2000 12:29:22     

    3ZJG	    2CN	    3ZJG	   12ZHANGJIAGANG	    6br2464	09-jun-2000 12:29:22     

    3ZLO	    2MX	    3ZLO	   30MANZANILLO                    	    6br2464	09-jun-2000 12:29:22     

    3ZRH	    2CH	    3ZRH	    6ZURICH	    6br2464	09-jun-2000 12:29:22     

    3ZSN	    2CN	    3ZSN	    9ZHONGSHAN	    6br2464	09-jun-2000 12:29:22     

    3ZUH	    2CN	    3ZUH	    6ZHUHAI	    6br2464	09-jun-2000 12:29:22     

