    26,26                  ,    26,    26,           26,      0.260,      0.260,              $26.00,27-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,    26,    26,           26,      0.260,      0.260,              $26.00,27-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD6XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    27,27                  ,    27,    27,           27,      0.270,      0.270,              $27.00,28-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,    27,    27,           27,      0.270,      0.270,              $27.00,28-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD7XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    28,28                  ,    28,    28,           28,      0.280,      0.280,              $28.00,29-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,    28,    28,           28,      0.280,      0.280,              $28.00,29-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD8XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    29,29                  ,    29,    29,           29,      0.290,      0.290,              $29.00,30-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,    29,    29,           29,      0.290,      0.290,              $29.00,30-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC2DDDDDDD9XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    30,30                  ,    30,    30,           30,      0.300,      0.300,              $30.00,31-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,    30,    30,           30,      0.300,      0.300,              $30.00,31-jan-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD0XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    31,31                  ,    31,    31,           31,      0.310,      0.310,              $31.00,01-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,    31,    31,           31,      0.310,      0.310,              $31.00,01-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD1XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    32,32                  ,    32,    32,           32,      0.320,      0.320,              $32.00,02-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,    32,    32,           32,      0.320,      0.320,              $32.00,02-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD2XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    33,33                  ,    33,    33,           33,      0.330,      0.330,              $33.00,03-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,    33,    33,           33,      0.330,      0.330,              $33.00,03-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD3XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    34,34                  ,    34,    34,           34,      0.340,      0.340,              $34.00,04-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,    34,    34,           34,      0.340,      0.340,              $34.00,04-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD4XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    35,35                  ,    35,    35,           35,      0.350,      0.350,              $35.00,05-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,    35,    35,           35,      0.350,      0.350,              $35.00,05-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD5XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    36,36                  ,    36,    36,           36,      0.360,      0.360,              $36.00,06-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,    36,    36,           36,      0.360,      0.360,              $36.00,06-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD6XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    37,37                  ,    37,    37,           37,      0.370,      0.370,              $37.00,07-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,    37,    37,           37,      0.370,      0.370,              $37.00,07-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD7XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    38,38                  ,    38,    38,           38,      0.380,      0.380,              $38.00,08-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,    38,    38,           38,      0.380,      0.380,              $38.00,08-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD8XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    39,39                  ,    39,    39,           39,      0.390,      0.390,              $39.00,09-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,    39,    39,           39,      0.390,      0.390,              $39.00,09-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC3DDDDDDD9XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    40,40                  ,    40,    40,           40,      0.400,      0.400,              $40.00,10-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,    40,    40,           40,      0.400,      0.400,              $40.00,10-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD0XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    41,41                  ,    41,    41,           41,      0.410,      0.410,              $41.00,11-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,    41,    41,           41,      0.410,      0.410,              $41.00,11-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD1XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    42,42                  ,    42,    42,           42,      0.420,      0.420,              $42.00,12-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,    42,    42,           42,      0.420,      0.420,              $42.00,12-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD2XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    43,43                  ,    43,    43,           43,      0.430,      0.430,              $43.00,13-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,    43,    43,           43,      0.430,      0.430,              $43.00,13-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD3XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    44,44                  ,    44,    44,           44,      0.440,      0.440,              $44.00,14-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,    44,    44,           44,      0.440,      0.440,              $44.00,14-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD4XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    45,45                  ,    45,    45,           45,      0.450,      0.450,              $45.00,15-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,    45,    45,           45,      0.450,      0.450,              $45.00,15-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD5XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    46,46                  ,    46,    46,           46,      0.460,      0.460,              $46.00,16-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,    46,    46,           46,      0.460,      0.460,              $46.00,16-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD6XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    47,47                  ,    47,    47,           47,      0.470,      0.470,              $47.00,17-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,    47,    47,           47,      0.470,      0.470,              $47.00,17-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD7XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    48,48                  ,    48,    48,           48,      0.480,      0.480,              $48.00,18-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,    48,    48,           48,      0.480,      0.480,              $48.00,18-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD8XXXXXXXXXXXXXXXXXXXXXXXXXXXX
    49,49                  ,    49,    49,           49,      0.490,      0.490,              $49.00,19-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,    49,    49,           49,      0.490,      0.490,              $49.00,19-feb-1960              ,A,A,A,A,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXX,AAAAAAA0BBBBBBB0CCCCCCC4DDDDDDD9XXXXXXXXXXXXXXXXXXXXXXXXXXXX
