     1 ,          1 ,     1.00 ,         1.0000 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4753 ,     475201 ,  5228.45 ,    475787.3968 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4754 ,     475301 ,  5229.55 ,    475887.5202 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4755 ,     475401 ,  5230.65 ,    475987.6436 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4756 ,     475501 ,  5231.75 ,    476087.7670 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4757 ,     475601 ,  5232.85 ,    476187.8904 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4758 ,     475701 ,  5233.95 ,    476288.0138 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4759 ,     475801 ,  5235.05 ,    476388.1372 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4760 ,     475901 ,  5236.15 ,    476488.2606 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4761 ,     476001 ,  5237.25 ,    476588.3840 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4762 ,     476101 ,  5238.35 ,    476688.5074 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4763 ,     476201 ,  5239.45 ,    476788.6308 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4764 ,     476301 ,  5240.55 ,    476888.7542 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4765 ,     476401 ,  5241.65 ,    476988.8776 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4766 ,     476501 ,  5242.75 ,    477089.0010 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4767 ,     476601 ,  5243.85 ,    477189.1244 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4768 ,     476701 ,  5244.95 ,    477289.2478 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4769 ,     476801 ,  5246.05 ,    477389.3712 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4770 ,     476901 ,  5247.15 ,    477489.4946 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4771 ,     477001 ,  5248.25 ,    477589.6180 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4772 ,     477101 ,  5249.35 ,    477689.7414 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4773 ,     477201 ,  5250.45 ,    477789.8648 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4774 ,     477301 ,  5251.55 ,    477889.9882 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4775 ,     477401 ,  5252.65 ,    477990.1116 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4776 ,     477501 ,  5253.75 ,    478090.2350 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4777 ,     477601 ,  5254.85 ,    478190.3584 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4778 ,     477701 ,  5255.95 ,    478290.4818 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4779 ,     477801 ,  5257.05 ,    478390.6052 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4780 ,     477901 ,  5258.15 ,    478490.7286 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4781 ,     478001 ,  5259.25 ,    478590.8520 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4782 ,     478101 ,  5260.35 ,    478690.9754 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4783 ,     478201 ,  5261.45 ,    478791.0988 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4784 ,     478301 ,  5262.55 ,    478891.2222 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4785 ,     478401 ,  5263.65 ,    478991.3456 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4786 ,     478501 ,  5264.75 ,    479091.4690 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4787 ,     478601 ,  5265.85 ,    479191.5924 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4788 ,     478701 ,  5266.95 ,    479291.7158 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4789 ,     478801 ,  5268.05 ,    479391.8392 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4790 ,     478901 ,  5269.15 ,    479491.9626 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4791 ,     479001 ,  5270.25 ,    479592.0860 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4792 ,     479101 ,  5271.35 ,    479692.2094 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4793 ,     479201 ,  5272.45 ,    479792.3328 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4794 ,     479301 ,  5273.55 ,    479892.4562 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4795 ,     479401 ,  5274.65 ,    479992.5796 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4796 ,     479501 ,  5275.75 ,    480092.7030 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4797 ,     479601 ,  5276.85 ,    480192.8264 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4798 ,     479701 ,  5277.95 ,    480292.9498 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4799 ,     479801 ,  5279.05 ,    480393.0732 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4800 ,     479901 ,  5280.15 ,    480493.1966 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4801 ,     480001 ,  5281.25 ,    480593.3200 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4802 ,     480101 ,  5282.35 ,    480693.4434 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4803 ,     480201 ,  5283.46 ,    480793.5668 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4804 ,     480301 ,  5284.56 ,    480893.6902 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4805 ,     480401 ,  5285.66 ,    480993.8136 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4806 ,     480501 ,  5286.76 ,    481093.9370 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4807 ,     480601 ,  5287.86 ,    481194.0604 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4808 ,     480701 ,  5288.96 ,    481294.1838 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4809 ,     480801 ,  5290.06 ,    481394.3072 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4810 ,     480901 ,  5291.16 ,    481494.4306 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4811 ,     481001 ,  5292.26 ,    481594.5540 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4812 ,     481101 ,  5293.36 ,    481694.6774 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4813 ,     481201 ,  5294.46 ,    481794.8008 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4814 ,     481301 ,  5295.56 ,    481894.9242 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4815 ,     481401 ,  5296.66 ,    481995.0476 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4816 ,     481501 ,  5297.76 ,    482095.1710 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4817 ,     481601 ,  5298.86 ,    482195.2944 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4818 ,     481701 ,  5299.96 ,    482295.4178 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4819 ,     481801 ,  5301.06 ,    482395.5412 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4820 ,     481901 ,  5302.16 ,    482495.6646 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4821 ,     482001 ,  5303.26 ,    482595.7880 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4822 ,     482101 ,  5304.36 ,    482695.9114 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4823 ,     482201 ,  5305.46 ,    482796.0348 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4824 ,     482301 ,  5306.56 ,    482896.1582 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4825 ,     482401 ,  5307.66 ,    482996.2816 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4826 ,     482501 ,  5308.76 ,    483096.4050 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4827 ,     482601 ,  5309.86 ,    483196.5284 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4828 ,     482701 ,  5310.96 ,    483296.6518 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4829 ,     482801 ,  5312.06 ,    483396.7752 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4830 ,     482901 ,  5313.16 ,    483496.8986 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4831 ,     483001 ,  5314.26 ,    483597.0220 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4832 ,     483101 ,  5315.36 ,    483697.1454 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4833 ,     483201 ,  5316.46 ,    483797.2688 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4834 ,     483301 ,  5317.56 ,    483897.3922 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4835 ,     483401 ,  5318.66 ,    483997.5156 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4836 ,     483501 ,  5319.76 ,    484097.6390 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4837 ,     483601 ,  5320.86 ,    484197.7624 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4838 ,     483701 ,  5321.96 ,    484297.8858 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4839 ,     483801 ,  5323.06 ,    484398.0092 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4840 ,     483901 ,  5324.16 ,    484498.1326 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4841 ,     484001 ,  5325.26 ,    484598.2560 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4842 ,     484101 ,  5326.36 ,    484698.3794 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4843 ,     484201 ,  5327.46 ,    484798.5028 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4844 ,     484301 ,  5328.56 ,    484898.6262 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4845 ,     484401 ,  5329.66 ,    484998.7496 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4846 ,     484501 ,  5330.76 ,    485098.8730 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4847 ,     484601 ,  5331.86 ,    485198.9964 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4848 ,     484701 ,  5332.96 ,    485299.1198 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4849 ,     484801 ,  5334.06 ,    485399.2432 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4850 ,     484901 ,  5335.16 ,    485499.3666 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4851 ,     485001 ,  5336.26 ,    485599.4900 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4852 ,     485101 ,  5337.36 ,    485699.6134 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4853 ,     485201 ,  5338.46 ,    485799.7368 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4854 ,     485301 ,  5339.56 ,    485899.8602 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4855 ,     485401 ,  5340.66 ,    485999.9836 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4856 ,     485501 ,  5341.76 ,    486100.1070 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4857 ,     485601 ,  5342.86 ,    486200.2304 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4858 ,     485701 ,  5343.96 ,    486300.3538 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4859 ,     485801 ,  5345.06 ,    486400.4772 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4860 ,     485901 ,  5346.16 ,    486500.6006 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4861 ,     486001 ,  5347.26 ,    486600.7240 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4862 ,     486101 ,  5348.36 ,    486700.8474 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4863 ,     486201 ,  5349.46 ,    486800.9708 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4864 ,     486301 ,  5350.56 ,    486901.0942 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4865 ,     486401 ,  5351.66 ,    487001.2176 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4866 ,     486501 ,  5352.76 ,    487101.3410 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4867 ,     486601 ,  5353.86 ,    487201.4644 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4868 ,     486701 ,  5354.96 ,    487301.5878 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4869 ,     486801 ,  5356.06 ,    487401.7112 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4870 ,     486901 ,  5357.16 ,    487501.8346 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4871 ,     487001 ,  5358.26 ,    487601.9580 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4872 ,     487101 ,  5359.36 ,    487702.0814 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4873 ,     487201 ,  5360.46 ,    487802.2048 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4874 ,     487301 ,  5361.56 ,    487902.3282 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4875 ,     487401 ,  5362.66 ,    488002.4516 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4876 ,     487501 ,  5363.76 ,    488102.5750 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4877 ,     487601 ,  5364.86 ,    488202.6984 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4878 ,     487701 ,  5365.96 ,    488302.8218 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4879 ,     487801 ,  5367.06 ,    488402.9452 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4880 ,     487901 ,  5368.16 ,    488503.0686 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4881 ,     488001 ,  5369.26 ,    488603.1920 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4882 ,     488101 ,  5370.36 ,    488703.3154 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4883 ,     488201 ,  5371.46 ,    488803.4388 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4884 ,     488301 ,  5372.56 ,    488903.5622 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4885 ,     488401 ,  5373.66 ,    489003.6856 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4886 ,     488501 ,  5374.76 ,    489103.8090 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4887 ,     488601 ,  5375.86 ,    489203.9324 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4888 ,     488701 ,  5376.96 ,    489304.0558 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4889 ,     488801 ,  5378.06 ,    489404.1792 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4890 ,     488901 ,  5379.16 ,    489504.3026 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4891 ,     489001 ,  5380.26 ,    489604.4260 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4892 ,     489101 ,  5381.36 ,    489704.5494 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4893 ,     489201 ,  5382.46 ,    489804.6728 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4894 ,     489301 ,  5383.56 ,    489904.7962 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4895 ,     489401 ,  5384.66 ,    490004.9196 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4896 ,     489501 ,  5385.76 ,    490105.0430 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4897 ,     489601 ,  5386.86 ,    490205.1664 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4898 ,     489701 ,  5387.96 ,    490305.2898 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4899 ,     489801 ,  5389.06 ,    490405.4132 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4900 ,     489901 ,  5390.16 ,    490505.5366 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4901 ,     490001 ,  5391.26 ,    490605.6600 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4902 ,     490101 ,  5392.36 ,    490705.7834 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4903 ,     490201 ,  5393.46 ,    490805.9068 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4904 ,     490301 ,  5394.56 ,    490906.0302 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4905 ,     490401 ,  5395.67 ,    491006.1536 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4906 ,     490501 ,  5396.77 ,    491106.2770 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4907 ,     490601 ,  5397.87 ,    491206.4004 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4908 ,     490701 ,  5398.97 ,    491306.5238 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4909 ,     490801 ,  5400.07 ,    491406.6472 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4910 ,     490901 ,  5401.17 ,    491506.7706 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4911 ,     491001 ,  5402.27 ,    491606.8940 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4912 ,     491101 ,  5403.37 ,    491707.0174 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4913 ,     491201 ,  5404.47 ,    491807.1408 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4914 ,     491301 ,  5405.57 ,    491907.2642 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4915 ,     491401 ,  5406.67 ,    492007.3876 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4916 ,     491501 ,  5407.77 ,    492107.5110 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4917 ,     491601 ,  5408.87 ,    492207.6344 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4918 ,     491701 ,  5409.97 ,    492307.7578 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4919 ,     491801 ,  5411.07 ,    492407.8812 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4920 ,     491901 ,  5412.17 ,    492508.0046 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4921 ,     492001 ,  5413.27 ,    492608.1280 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4922 ,     492101 ,  5414.37 ,    492708.2514 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4923 ,     492201 ,  5415.47 ,    492808.3748 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4924 ,     492301 ,  5416.57 ,    492908.4982 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4925 ,     492401 ,  5417.67 ,    493008.6216 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4926 ,     492501 ,  5418.77 ,    493108.7450 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4927 ,     492601 ,  5419.87 ,    493208.8684 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4928 ,     492701 ,  5420.97 ,    493308.9918 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4929 ,     492801 ,  5422.07 ,    493409.1152 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4930 ,     492901 ,  5423.17 ,    493509.2386 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4931 ,     493001 ,  5424.27 ,    493609.3620 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4932 ,     493101 ,  5425.37 ,    493709.4854 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4933 ,     493201 ,  5426.47 ,    493809.6088 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4934 ,     493301 ,  5427.57 ,    493909.7322 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4935 ,     493401 ,  5428.67 ,    494009.8556 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4936 ,     493501 ,  5429.77 ,    494109.9790 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4937 ,     493601 ,  5430.87 ,    494210.1024 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4938 ,     493701 ,  5431.97 ,    494310.2258 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4939 ,     493801 ,  5433.07 ,    494410.3492 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4940 ,     493901 ,  5434.17 ,    494510.4726 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4941 ,     494001 ,  5435.27 ,    494610.5960 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4942 ,     494101 ,  5436.37 ,    494710.7194 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4943 ,     494201 ,  5437.47 ,    494810.8428 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4944 ,     494301 ,  5438.57 ,    494910.9662 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4945 ,     494401 ,  5439.67 ,    495011.0896 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4946 ,     494501 ,  5440.77 ,    495111.2130 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4947 ,     494601 ,  5441.87 ,    495211.3364 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4948 ,     494701 ,  5442.97 ,    495311.4598 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4949 ,     494801 ,  5444.07 ,    495411.5832 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4950 ,     494901 ,  5445.17 ,    495511.7066 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4951 ,     495001 ,  5446.27 ,    495611.8300 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4952 ,     495101 ,  5447.37 ,    495711.9534 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4953 ,     495201 ,  5448.47 ,    495812.0768 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4954 ,     495301 ,  5449.57 ,    495912.2002 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4955 ,     495401 ,  5450.67 ,    496012.3236 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4956 ,     495501 ,  5451.77 ,    496112.4470 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4957 ,     495601 ,  5452.87 ,    496212.5704 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4958 ,     495701 ,  5453.97 ,    496312.6938 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4959 ,     495801 ,  5455.07 ,    496412.8172 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4960 ,     495901 ,  5456.17 ,    496512.9406 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4961 ,     496001 ,  5457.27 ,    496613.0640 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4962 ,     496101 ,  5458.37 ,    496713.1874 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4963 ,     496201 ,  5459.47 ,    496813.3108 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4964 ,     496301 ,  5460.57 ,    496913.4342 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4965 ,     496401 ,  5461.67 ,    497013.5576 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4966 ,     496501 ,  5462.77 ,    497113.6810 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4967 ,     496601 ,  5463.87 ,    497213.8044 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4968 ,     496701 ,  5464.97 ,    497313.9278 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4969 ,     496801 ,  5466.07 ,    497414.0512 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4970 ,     496901 ,  5467.17 ,    497514.1746 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4971 ,     497001 ,  5468.27 ,    497614.2980 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4972 ,     497101 ,  5469.37 ,    497714.4214 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4973 ,     497201 ,  5470.47 ,    497814.5448 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4974 ,     497301 ,  5471.57 ,    497914.6682 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4975 ,     497401 ,  5472.67 ,    498014.7916 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4976 ,     497501 ,  5473.77 ,    498114.9150 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4977 ,     497601 ,  5474.87 ,    498215.0384 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4978 ,     497701 ,  5475.97 ,    498315.1618 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4979 ,     497801 ,  5477.07 ,    498415.2852 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4980 ,     497901 ,  5478.17 ,    498515.4086 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4981 ,     498001 ,  5479.27 ,    498615.5320 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4982 ,     498101 ,  5480.37 ,    498715.6554 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4983 ,     498201 ,  5481.47 ,    498815.7788 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4984 ,     498301 ,  5482.57 ,    498915.9022 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4985 ,     498401 ,  5483.67 ,    499016.0256 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4986 ,     498501 ,  5484.77 ,    499116.1490 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4987 ,     498601 ,  5485.87 ,    499216.2724 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4988 ,     498701 ,  5486.97 ,    499316.3958 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4989 ,     498801 ,  5488.07 ,    499416.5192 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4990 ,     498901 ,  5489.17 ,    499516.6426 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4991 ,     499001 ,  5490.27 ,    499616.7660 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
  4992 ,     499101 ,  5491.37 ,    499716.8894 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
